latitude,longitude,confidence,lat_km,long_km,distance,power,count,country,coor
14.2241,104.1215,72,1589,11591,778.4394645699819,46.41,1,Cambodia,"(11591, 1589)"
14.1966,104.5111,75,1586,11634,812.5183074860529,48.048,1,Cambodia,"(11634, 1586)"
14.1941,104.4962,59,1586,11632,811.0055486863206,24.544000000000004,1,Cambodia,"(11632, 1586)"
14.1954,104.4346,60,1586,11626,806.4800059517903,20.384000000000004,1,Cambodia,"(11626, 1586)"
14.1432,103.6441,72,1580,11538,746.8132296632139,65.20799999999998,1,Cambodia,"(11538, 1580)"
14.1349,104.846,71,1579,11671,845.309410807664,31.5,1,Cambodia,"(11671, 1579)"
14.1297,104.7966,49,1579,11666,841.4588522322407,12.095999999999998,1,Cambodia,"(11666, 1579)"
14.120999999999999,104.1304,72,1578,11592,786.6701977321883,46.41,1,Cambodia,"(11592, 1578)"
14.1272,104.0966,34,1578,11588,783.7614432976402,28.066999999999997,1,Cambodia,"(11588, 1578)"
14.1233,103.9309,50,1578,11570,770.793098049016,30.888,1,Cambodia,"(11570, 1578)"
14.3762,104.6236,51,1607,11647,809.00185413879,24.384,1,Cambodia,"(11647, 1607)"
14.1183,104.1146,69,1577,11590,785.9013933058014,39.559,1,Cambodia,"(11590, 1577)"
14.232999999999999,104.3813,66,1590,11620,799.3309702494957,28.951,1,Cambodia,"(11620, 1590)"
14.3749,104.6777,65,1607,11653,813.6682370597982,28.991999999999997,1,Cambodia,"(11653, 1607)"
16.4453,103.2228,75,1844,11491,545.2641561665318,64.35000000000001,1,Thailand,"(11491, 1844)"
14.5036,105.6921,68,1621,11766,896.6744113668016,16.445,1,Laos,"(11766, 1621)"
14.0974,105.7224,52,1575,11769,925.3453409403434,11.232000000000001,1,Cambodia,"(11769, 1575)"
17.3237,105.1883,86,1946,11710,711.8440840521187,61.20399999999999,1,Laos,"(11710, 1946)"
17.3221,105.1819,83,1946,11709,710.8734064515285,47.619,1,Laos,"(11709, 1946)"
17.3218,105.1761,53,1946,11708,709.902810249403,15.587000000000002,1,Laos,"(11708, 1946)"
16.5511,102.2664,69,1856,11384,448.7159457830755,82.852,1,Thailand,"(11384, 1856)"
16.4483,103.2397,76,1845,11493,546.4979414416856,65.52000000000001,1,Thailand,"(11493, 1845)"
16.4508,103.2287,85,1845,11491,544.764169159463,126.59400000000002,1,Thailand,"(11491, 1845)"
16.4085,102.9438,65,1840,11460,520.7782637553146,40.698,1,Thailand,"(11460, 1840)"
16.3743,103.6028,66,1836,11533,585.7960395905727,32.045,1,Thailand,"(11533, 1836)"
16.313,103.1006,62,1829,11477,541.0249532138051,33.098,1,Thailand,"(11477, 1829)"
16.2779,103.5116,71,1825,11523,582.4774673753484,37.67400000000001,1,Thailand,"(11523, 1825)"
16.2751,103.4954,75,1825,11521,580.7477937969288,54.756,1,Thailand,"(11521, 1825)"
16.1022,103.9022,77,1805,11566,629.7245429550924,60.333,1,Thailand,"(11566, 1805)"
14.4508,105.6255,57,1615,11758,893.3784192602817,11.592,1,Laos,"(11758, 1615)"
16.1001,103.8973,77,1804,11566,630.2205962994227,64.753,1,Thailand,"(11566, 1804)"
15.9564,100.6315,68,1788,11202,376.4704503676218,151.72799999999995,1,Thailand,"(11202, 1788)"
15.8422,100.5203,52,1775,11190,382.367624152464,164.72999999999996,1,Thailand,"(11190, 1775)"
15.8376,100.4972,81,1774,11187,381.93324023970473,437.5799999999999,1,Thailand,"(11187, 1774)"
15.6402,103.4845,68,1752,11520,619.8596615363836,55.22400000000001,1,Thailand,"(11520, 1752)"
15.6284,103.4867,72,1750,11520,621.0394512428338,68.09400000000001,1,Thailand,"(11520, 1750)"
15.5222,101.2167,41,1738,11267,452.92935431477616,107.568,1,Thailand,"(11267, 1738)"
15.4285,103.8762,61,1727,11563,669.3549133307382,34.696999999999996,1,Thailand,"(11563, 1727)"
15.1452,104.4637,74,1695,11629,741.7438911106717,72.0,1,Thailand,"(11629, 1695)"
14.9259,99.729,57,1670,11102,454.6405173321005,250.77600000000004,1,Thailand,"(11102, 1670)"
14.9199,99.6972,65,1669,11098,454.91207941755073,430.92,1,Thailand,"(11098, 1669)"
14.9111,99.7055,71,1668,11099,456.0712663608616,545.6160000000001,1,Thailand,"(11099, 1668)"
14.7601,106.9961,53,1651,11911,1006.3895865915944,12.342,1,Laos,"(11911, 1651)"
14.6933,102.9454,70,1643,11460,647.4233545370447,68.208,1,Thailand,"(11460, 1643)"
16.0375,100.4973,46,1797,11187,361.41942393844863,86.4,1,Thailand,"(11187, 1797)"
14.0984,104.3324,58,1575,11614,804.8534028007832,26.52,1,Cambodia,"(11614, 1575)"
14.1553,103.5705,52,1582,11529,739.1380114701178,31.863000000000003,1,Cambodia,"(11529, 1582)"
14.0791,104.4981,61,1573,11633,820.3243261052303,31.824,1,Cambodia,"(11633, 1573)"
13.8283,104.3037,41,1544,11611,823.8889488274498,32.045,1,Cambodia,"(11611, 1544)"
13.8218,102.7741,66,1544,11441,711.627009043361,58.828,1,Cambodia,"(11441, 1544)"
13.8209,104.8888,75,1543,11676,872.4247818580121,40.896,1,Cambodia,"(11676, 1543)"
13.8186,104.8747,62,1543,11675,871.6719566442412,22.464,1,Cambodia,"(11675, 1543)"
13.8143,104.2902,61,1543,11610,823.8671009331541,38.233000000000004,1,Cambodia,"(11610, 1543)"
13.8171,102.8986,63,1543,11455,720.8134293976492,46.2,1,Cambodia,"(11455, 1543)"
13.8142,102.8857,80,1543,11453,719.6054474501982,148.45600000000005,1,Cambodia,"(11453, 1543)"
13.8136,102.8788,78,1543,11452,719.0027816357875,137.06,1,Cambodia,"(11452, 1543)"
13.8068,106.0806,83,1542,11809,977.1003019137801,41.61300000000001,1,Cambodia,"(11809, 1542)"
13.7963,105.6833,65,1541,11765,942.4924402879843,19.992,1,Cambodia,"(11765, 1541)"
13.802,105.6768,47,1541,11764,941.7011203136587,24.36,1,Cambodia,"(11764, 1541)"
13.7944,105.6708,73,1540,11763,941.5227028595752,29.568,1,Cambodia,"(11763, 1540)"
14.0959,104.3171,72,1575,11613,804.114419718985,47.515,1,Cambodia,"(11613, 1575)"
13.8495,104.2287,72,1547,11603,816.061272209385,52.598,1,Cambodia,"(11603, 1547)"
13.7877,105.4573,70,1540,11739,922.6749156664008,21.504,1,Cambodia,"(11739, 1540)"
13.7533,105.6133,73,1536,11757,939.2576856220022,29.4,1,Cambodia,"(11757, 1536)"
13.7526,104.5419,46,1536,11638,848.9534734012224,16.224,1,Cambodia,"(11638, 1536)"
13.7478,105.0095,56,1535,11690,888.237017918078,18.0,1,Cambodia,"(11690, 1535)"
13.7376,104.8079,29,1534,11667,871.6610579806809,25.151999999999997,1,Cambodia,"(11667, 1534)"
13.7353,104.7934,25,1534,11666,870.9179065790297,24.384,1,Cambodia,"(11666, 1534)"
13.7375,104.3088,64,1534,11612,831.5876381957588,28.73,1,Cambodia,"(11612, 1534)"
13.6797,105.223,78,1527,11713,910.8984575681308,42.3,1,Cambodia,"(11713, 1527)"
13.6776,105.2096,74,1527,11712,910.1368029038272,29.52,1,Cambodia,"(11712, 1527)"
13.6599,105.1007,61,1525,11700,902.3441693721968,15.659999999999995,1,Cambodia,"(11700, 1525)"
13.6576,105.087,76,1525,11698,900.835723092729,40.14,1,Cambodia,"(11698, 1525)"
13.6531,105.0594,86,1524,11695,899.2357866544237,81.89999999999998,1,Cambodia,"(11695, 1524)"
13.495,102.488,62,1506,11409,724.8592966914338,70.91999999999999,1,Cambodia,"(11409, 1506)"
13.4131,102.6889,65,1497,11431,744.4084900106931,62.445,1,Cambodia,"(11431, 1497)"
13.7644,105.48,45,1537,11742,926.8921188574212,17.976,1,Cambodia,"(11742, 1537)"
13.8518,104.9413,73,1547,11682,874.3391790375174,34.919999999999995,1,Cambodia,"(11682, 1547)"
13.7898,105.4702,60,1540,11741,924.236441610046,17.976,1,Cambodia,"(11741, 1540)"
13.8732,104.3683,49,1549,11618,825.4847060969693,30.498,1,Cambodia,"(11618, 1549)"
13.8547,105.4723,78,1547,11741,919.8826012051757,39.312,1,Cambodia,"(11741, 1547)"
14.0785,104.4913,40,1573,11632,819.5761099495276,19.344,1,Cambodia,"(11632, 1573)"
14.0692,103.682,82,1572,11542,755.3502498841182,122.759,1,Cambodia,"(11542, 1572)"
14.062000000000001,103.9251,65,1571,11569,774.9941935266354,46.33200000000001,1,Cambodia,"(11569, 1571)"
14.0601,103.7011,43,1571,11544,757.4569294686003,27.17,1,Cambodia,"(11544, 1571)"
14.055,103.3508,42,1570,11505,731.7137418417121,47.88,1,Cambodia,"(11505, 1570)"
14.0466,104.8667,71,1569,11674,854.0076112073007,37.44,1,Cambodia,"(11674, 1569)"
14.0477,104.8613,86,1569,11673,853.2408804083403,92.7,1,Cambodia,"(11673, 1569)"
14.0443,104.8526,87,1569,11672,852.4746330536763,95.04,1,Cambodia,"(11672, 1569)"
14.0406,103.9848,61,1569,11576,781.3789093647205,30.420000000000005,1,Cambodia,"(11576, 1569)"
14.0305,103.3808,70,1567,11508,735.9490471493256,61.88,1,Cambodia,"(11508, 1567)"
14.0112,106.1424,58,1565,11816,969.4911036208637,18.447000000000006,1,Laos,"(11816, 1565)"
14.0094,106.1308,79,1565,11814,967.84761197205,34.177,1,Laos,"(11814, 1565)"
13.9992,104.2933,53,1564,11610,809.3763030877541,32.929,1,Cambodia,"(11610, 1564)"
14.0046,106.0352,82,1564,11804,960.2260150610376,39.182,1,Laos,"(11804, 1564)"
13.9856,104.4217,81,1562,11624,821.0054811022884,78.01299999999998,1,Cambodia,"(11624, 1562)"
13.875,104.3748,64,1550,11619,825.5234702902153,58.343999999999994,1,Cambodia,"(11619, 1550)"
13.8758,104.3836,60,1550,11620,826.2505673220443,34.255,1,Cambodia,"(11620, 1550)"
13.883,104.2871,36,1551,11609,817.5915850838976,49.062,1,Cambodia,"(11609, 1551)"
13.8856,104.3026,13,1551,11611,819.0360187439868,42.873999999999995,1,Cambodia,"(11611, 1551)"
13.8882,104.3181,67,1551,11613,820.4827847066629,69.173,1,Cambodia,"(11613, 1551)"
13.9966,104.2778,80,1563,11608,808.6018797900482,80.66499999999998,1,Cambodia,"(11608, 1563)"
13.9046,104.8399,67,1553,11671,862.0904824900923,30.91200000000001,1,Cambodia,"(11671, 1553)"
13.9009,104.6778,78,1553,11653,848.5587781644829,59.328,1,Cambodia,"(11653, 1553)"
13.9143,104.119,67,1554,11590,801.8790432477956,37.908,1,Cambodia,"(11590, 1554)"
13.9123,105.5215,63,1554,11747,920.300494403866,17.808,1,Cambodia,"(11747, 1554)"
13.9386,104.4818,63,1557,11631,829.5444532995202,30.368,1,Cambodia,"(11631, 1557)"
13.9509,104.5564,61,1558,11639,834.7939865619542,29.744000000000003,1,Cambodia,"(11639, 1558)"
13.9676,104.3147,53,1560,11612,813.5711400977789,27.846,1,Cambodia,"(11612, 1560)"
13.9069,104.8541,76,1553,11672,862.8470316342289,51.072,1,Cambodia,"(11672, 1553)"
18.1506,105.1049,69,2042,11700,685.1175081692191,17.303,1,Laos,"(11700, 2042)"
18.5509,103.7871,67,2089,11554,535.7322092239741,23.94,1,Laos,"(11554, 2089)"
18.2333,102.8131,63,2052,11445,430.9303888100722,26.676000000000005,1,Laos,"(11445, 2052)"
18.1487,105.09299999999999,84,2042,11699,684.1235268575406,48.477,1,Laos,"(11699, 2042)"
17.2876,104.3847,69,1942,11620,625.9600626238067,27.36,1,Thailand,"(11620, 1942)"
17.3556,103.07700000000001,59,1950,11474,484.67927539765924,22.230000000000004,1,Thailand,"(11474, 1950)"
17.2898,104.3982,36,1942,11622,627.8805618905557,17.279999999999998,1,Thailand,"(11622, 1942)"
17.2929,104.3923,72,1942,11621,626.9202501116073,36.9,1,Thailand,"(11621, 1942)"
18.0319,103.0429,53,2028,11471,460.67884692049836,25.038,1,Laos,"(11471, 2028)"
15.741,100.6907,65,1763,11209,401.7661011085928,6.8,1,Thailand,"(11209, 1763)"
15.7285,100.7308,59,1762,11213,404.5503676923307,5.9,1,Thailand,"(11213, 1762)"
15.7272,100.7215,35,1762,11212,404.07177580227005,4.0,1,Thailand,"(11212, 1762)"
15.5886,102.7394,41,1746,11437,558.8962336605964,5.28,1,Thailand,"(11437, 1746)"
15.2664,100.7204,98,1709,11212,451.3457654614696,18.1,1,Thailand,"(11212, 1709)"
15.2383,101.6806,23,1705,11319,509.650860884194,4.6,1,Thailand,"(11319, 1705)"
15.0742,102.8854,51,1687,11453,610.9468061951056,5.61,1,Thailand,"(11453, 1687)"
15.0651,102.8867,59,1686,11453,611.6510443054929,6.490000000000001,1,Thailand,"(11453, 1686)"
15.0729,102.8756,84,1686,11452,610.9418957642372,12.87,1,Thailand,"(11452, 1686)"
14.8217,101.4686,21,1658,11295,535.590328516115,3.5,1,Thailand,"(11295, 1658)"
14.8128,101.4699,69,1657,11296,536.9627547605141,7.2,1,Thailand,"(11296, 1657)"
14.327,104.49600000000001,45,1601,11632,801.2646254515421,7.92,1,Cambodia,"(11632, 1601)"
14.1957,105.133,60,1586,11703,865.9197422394295,9.581,1,Cambodia,"(11703, 1586)"
14.06,99.3631,69,1571,11061,547.6130020370225,11.737,1,Thailand,"(11061, 1571)"
14.0584,99.3526,75,1571,11060,547.5372133471843,13.673000000000005,1,Thailand,"(11060, 1571)"
13.9004,103.0399,44,1553,11470,722.1474918602155,3.9,1,Cambodia,"(11470, 1553)"
13.8991,103.0303,51,1552,11469,722.3053370978232,4.5,1,Cambodia,"(11469, 1552)"
13.7823,105.1588,74,1539,11706,897.8045444304677,18.733,1,Cambodia,"(11706, 1539)"
13.4183,106.2288,24,1498,11825,1016.2662052828481,13.86,1,Cambodia,"(11825, 1498)"
15.0638,102.87700000000001,86,1685,11452,611.6477744584705,13.42,1,Thailand,"(11452, 1685)"
17.3816,104.4972,87,1953,11633,635.5249798395024,27.456000000000003,1,Thailand,"(11633, 1953)"
17.3743,104.5042,67,1952,11633,635.7837682734595,17.732000000000006,1,Thailand,"(11633, 1952)"
16.2333,102.4857,69,1820,11409,490.2132189160141,9.2,1,Thailand,"(11409, 1820)"
15.7223,99.6962,81,1761,11098,364.6601157242179,12.21,1,Thailand,"(11098, 1761)"
17.3727,104.4918,52,1952,11632,634.8180841784517,13.299000000000005,1,Thailand,"(11632, 1952)"
13.7834,105.1585,55,1539,11706,897.8045444304677,27.248,1,Cambodia,"(11706, 1539)"
26.5765,101.6694,76,3052,11318,981.6445385168706,22.88000000000001,1,China,"(11318, 3052)"
23.5048,103.1774,62,2676,11486,728.4023613360956,7.2,1,China,"(11486, 2676)"
16.4078,104.7218,77,1840,11658,696.4553108419807,16.72,1,Thailand,"(11658, 1840)"
16.4062,104.7318,73,1840,11659,697.3729274928876,12.980000000000002,1,Thailand,"(11659, 1840)"
16.4559,102.2542,74,1845,11383,454.40070422480636,9.2,1,Thailand,"(11383, 1845)"
16.6518,99.5662,60,1868,11084,257.3441275801723,7.722000000000001,1,Thailand,"(11084, 1868)"
16.7677,102.071,73,1881,11362,416.3472108709268,11.9,1,Thailand,"(11362, 1881)"
16.7664,102.0804,83,1881,11364,417.9964114678498,22.4,1,Thailand,"(11364, 1881)"
17.1723,102.5854,82,1928,11420,443.3080193274198,19.7,1,Thailand,"(11420, 1928)"
17.2329,102.2303,63,1935,11380,404.2833164997042,5.2,1,Thailand,"(11380, 1935)"
17.2478,99.68,75,1937,11096,195.7779354268504,17.303,1,Thailand,"(11096, 1937)"
17.2463,99.6921,73,1937,11098,196.57314160383152,15.444000000000004,1,Thailand,"(11098, 1937)"
17.4094,103.5992,68,1956,11533,538.6251015316683,7.9,1,Thailand,"(11533, 1956)"
17.328,105.0262,48,1946,11691,693.4154598795732,6.490000000000001,1,Laos,"(11691, 1946)"
16.3868,103.5307,63,1838,11525,577.820906509967,5.8,1,Thailand,"(11525, 1838)"
17.5938,103.6604,57,1977,11539,538.5164807134504,4.4,1,Thailand,"(11539, 1977)"
17.8847,103.0098,64,2011,11467,460.3694168817038,5.8,1,Thailand,"(11467, 2011)"
18.2503,100.2733,74,2053,11162,156.66843970627906,14.916000000000002,1,Thailand,"(11162, 2053)"
18.2518,100.2617,77,2054,11161,155.3479964466874,18.876,1,Thailand,"(11161, 2054)"
18.4525,104.2053,59,2077,11600,582.3753085425241,6.2,1,Laos,"(11600, 2077)"
18.451,104.215,75,2077,11601,583.3729510356133,14.0,1,Laos,"(11601, 2077)"
18.544,103.6611,66,2088,11540,521.8064775374104,5.7,1,Laos,"(11540, 2088)"
18.9127,100.3582,67,2131,11172,153.63918770938616,13.2,1,Thailand,"(11172, 2131)"
17.3024,105.1268,41,1943,11703,705.7846697116621,6.655000000000001,1,Laos,"(11703, 1943)"
16.3854,103.54,60,1837,11526,579.1795921819069,5.4,1,Thailand,"(11526, 1837)"
17.688,103.586,71,1988,11531,528.0009469688478,8.8,1,Thailand,"(11531, 1988)"
16.3514,103.5825,51,1833,11531,585.4912467321777,5.8,1,Thailand,"(11531, 1833)"
16.3766,104.7994,76,1836,11666,705.3864189222812,15.400000000000002,1,Thailand,"(11666, 1836)"
15.2607,104.1995,69,1708,11599,709.7048682374948,12.43,1,Thailand,"(11599, 1708)"
15.3882,104.3839,53,1723,11620,718.635512620967,5.7200000000000015,1,Thailand,"(11620, 1723)"
15.4849,104.4163,74,1734,11624,716.040501647777,12.54,1,Thailand,"(11624, 1734)"
15.5397,104.5953,67,1740,11643,729.0438944261175,8.690000000000001,1,Thailand,"(11643, 1740)"
15.5381,104.6054,66,1740,11645,730.7564573782431,8.58,1,Thailand,"(11645, 1740)"
15.565999999999999,100.4893,79,1743,11186,409.59125967237145,21.296000000000006,1,Thailand,"(11186, 1743)"
15.5717,100.4855,85,1744,11186,408.67835763592865,32.065000000000005,1,Thailand,"(11186, 1744)"
15.5755,100.5284,72,1744,11191,410.7468806941813,9.922,1,Thailand,"(11191, 1744)"
15.6798,100.5076,31,1756,11188,398.6000501756115,9.196000000000002,1,Thailand,"(11188, 1756)"
15.7489,100.53399999999999,68,1764,11191,392.674165180242,12.584000000000005,1,Thailand,"(11191, 1764)"
15.4433,104.1512,71,1729,11594,693.6634630712505,9.240000000000002,1,Thailand,"(11594, 1729)"
15.7969,104.4347,85,1770,11626,699.1838098812071,27.500000000000004,1,Thailand,"(11626, 1770)"
15.7953,104.4447,76,1769,11627,700.5483566464203,12.980000000000002,1,Thailand,"(11627, 1769)"
16.0463,100.7952,75,1798,11220,377.0437640380757,12.65,1,Thailand,"(11220, 1798)"
15.9877,100.4847,90,1792,11186,365.39567594595314,49.00500000000001,1,Thailand,"(11186, 1792)"
15.9863,100.4952,82,1791,11187,366.742416417845,22.99,1,Thailand,"(11187, 1791)"
16.0459,100.65899999999999,74,1798,11205,369.26548714982835,14.157000000000002,1,Thailand,"(11205, 1798)"
15.9057,100.5523,60,1782,11193,377.49304629357084,7.7440000000000015,1,Thailand,"(11193, 1782)"
15.8853,100.56,71,1780,11194,379.72885062897177,8.712000000000002,1,Thailand,"(11194, 1780)"
15.8381,100.5533,54,1774,11194,385.0636311053018,10.406,1,Thailand,"(11194, 1774)"
15.9782,100.4834,72,1790,11186,367.17570725743826,9.801000000000002,1,Thailand,"(11186, 1790)"
16.3048,103.4634,64,1828,11517,575.7820768311568,6.6,1,Thailand,"(11517, 1828)"
14.3079,104.5161,54,1599,11635,804.8478117010692,9.68,1,Cambodia,"(11635, 1599)"
14.002,104.2718,84,1564,11607,807.1883299453727,25.52,1,Cambodia,"(11607, 1564)"
14.311,104.4957,39,1599,11632,802.5540480241814,6.2920000000000025,1,Cambodia,"(11632, 1599)"
14.2878,104.3982,74,1597,11622,796.2468210297609,9.68,1,Cambodia,"(11622, 1597)"
14.2894,104.3881,75,1597,11620,794.7332885943559,10.45,1,Cambodia,"(11620, 1597)"
14.2894,103.9159,87,1597,11568,756.1752442390587,30.250000000000004,1,Cambodia,"(11568, 1597)"
14.2908,103.9062,77,1597,11567,755.4495350451941,13.31,1,Cambodia,"(11567, 1597)"
14.027000000000001,104.1734,96,1567,11597,797.8621434809401,74.91,1,Cambodia,"(11597, 1567)"
14.2211,103.7603,48,1589,11551,749.5385246936943,7.81,1,Cambodia,"(11551, 1589)"
14.099,105.1961,20,1575,11710,878.2055568031894,6.6000000000000005,1,Cambodia,"(11710, 1575)"
14.0254,104.1833,33,1567,11598,798.5868769269878,11.66,1,Cambodia,"(11598, 1567)"
14.0282,103.8754,67,1567,11563,773.5864528286415,7.81,1,Cambodia,"(11563, 1567)"
14.0174,106.01899999999999,47,1566,11802,957.4392931147124,9.744,1,Laos,"(11802, 1566)"
14.0067,104.2416,64,1565,11604,804.3189665798018,13.750000000000002,1,Cambodia,"(11604, 1565)"
14.3124,103.9494,78,1600,11572,757.0323639052693,19.03,1,Cambodia,"(11572, 1600)"
14.2191,104.1253,71,1589,11591,778.4394645699819,6.9300000000000015,1,Cambodia,"(11591, 1589)"
14.3496,103.7673,71,1604,11551,739.0487128735156,21.3,1,Cambodia,"(11551, 1604)"
15.0884,100.7284,88,1688,11213,470.82587014734014,36.85,1,Thailand,"(11213, 1688)"
14.3902,99.9298,56,1608,11124,519.7172308092162,7.2600000000000025,1,Thailand,"(11124, 1608)"
15.5719,99.7106,75,1744,11100,381.69359439215117,14.652000000000001,1,Thailand,"(11100, 1744)"
15.5734,99.6992,80,1744,11098,381.2741795611132,24.156,1,Thailand,"(11098, 1744)"
15.5002,100.4057,40,1736,11177,412.4621194728069,9.196000000000002,1,Thailand,"(11177, 1736)"
15.269,100.8893,63,1709,11231,459.79125698516714,9.79,1,Thailand,"(11231, 1709)"
15.144,100.6026,48,1695,11199,458.78535286122633,8.25,1,Thailand,"(11199, 1695)"
15.113,99.8718,71,1691,11118,437.3522607692797,24.288,1,Thailand,"(11118, 1691)"
15.0871,100.7384,78,1688,11214,471.2387929701883,16.94,1,Thailand,"(11214, 1688)"
14.3737,103.5468,67,1607,11527,719.8360924543864,7.2,1,Cambodia,"(11527, 1607)"
14.9498,100.8784,68,1672,11230,492.4895937986913,7.700000000000001,1,Thailand,"(11230, 1672)"
14.8087,101.4772,69,1656,11296,537.8196723809942,11.0,1,Thailand,"(11296, 1656)"
14.8101,101.4678,86,1656,11295,537.3053135787883,25.7,1,Thailand,"(11295, 1656)"
14.7261,99.9194,73,1647,11123,481.3688814204757,15.84,1,Thailand,"(11123, 1647)"
14.7301,99.9151,68,1647,11122,481.1538215581375,10.164,1,Thailand,"(11122, 1647)"
14.607999999999999,100.6927,68,1633,11209,519.9576905864553,8.58,1,Thailand,"(11209, 1633)"
14.5473,101.439,68,1626,11292,561.7917763727055,6.3,1,Thailand,"(11292, 1626)"
14.4546,99.8184,67,1616,11112,509.55863254389084,9.24,1,Thailand,"(11112, 1616)"
14.8882,100.7788,64,1665,11219,494.27118062860984,7.26,1,Thailand,"(11219, 1665)"
14.0035,104.2617,87,1564,11606,806.4601664062523,31.13000000000001,1,Cambodia,"(11606, 1564)"
14.2624,104.2135,69,1594,11601,782.4659737010933,7.26,1,Cambodia,"(11601, 1594)"
13.9994,103.3379,77,1564,11504,735.5501342532676,18.0,1,Cambodia,"(11504, 1564)"
13.3057,106.8975,74,1485,11900,1084.2439762341317,44.736,1,Cambodia,"(11900, 1485)"
13.3057,106.8917,78,1485,11899,1083.4315852881527,54.912,1,Cambodia,"(11899, 1485)"
13.1462,106.5303,67,1467,11859,1062.1205204683697,36.35999999999999,1,Cambodia,"(11859, 1467)"
12.9881,104.6335,63,1449,11648,917.5320157901848,10.296,1,Cambodia,"(11648, 1449)"
12.9898,104.6229,66,1449,11647,916.8467701857272,13.596000000000002,1,Cambodia,"(11647, 1449)"
12.923,104.7329,57,1441,11659,930.9006391661787,10.956,1,Cambodia,"(11659, 1441)"
12.9133,104.7314,55,1440,11659,931.6270713112624,10.56,1,Cambodia,"(11659, 1440)"
13.4219,104.7456,53,1498,11660,891.0903433434793,9.768,1,Cambodia,"(11660, 1498)"
12.8892,101.4426,61,1438,11293,732.2001092597569,5.7,1,Thailand,"(11293, 1438)"
12.7386,100.9561,78,1420,11238,730.5956474001198,15.1,1,Thailand,"(11238, 1420)"
12.7091,106.383,67,1417,11843,1081.1919348570816,21.6,1,Cambodia,"(11843, 1417)"
12.2905,106.3448,49,1370,11838,1108.4989851145558,18.72,1,Cambodia,"(11838, 1370)"
12.2864,106.3524,28,1369,11839,1109.9117082002517,21.059999999999995,1,Cambodia,"(11839, 1369)"
11.4844,103.6837,75,1279,11542,987.8122291204944,15.400000000000002,1,Cambodia,"(11542, 1279)"
11.4828,103.6936,83,1278,11543,989.1900727362764,26.180000000000003,1,Cambodia,"(11543, 1278)"
14.0,104.2445,66,1564,11604,805.0055900427028,11.22,1,Cambodia,"(11604, 1564)"
12.7567,106.3834,67,1423,11843,1077.3170378305542,26.46,1,Cambodia,"(11843, 1423)"
13.4202,104.7563,65,1498,11661,891.8099573339603,12.936000000000002,1,Cambodia,"(11661, 1498)"
13.3069,106.958,75,1485,11907,1089.9394478593754,54.912,1,Cambodia,"(11907, 1485)"
13.4216,107.0302,72,1498,11915,1089.025711358552,56.992,1,Cambodia,"(11915, 1498)"
13.9519,104.1245,77,1558,11591,799.7905975941452,15.18,1,Cambodia,"(11591, 1558)"
13.9404,104.5056,44,1557,11634,831.7601817831868,8.591000000000001,1,Cambodia,"(11634, 1557)"
13.8735,104.3422,80,1549,11615,823.310391043378,23.837000000000003,1,Cambodia,"(11615, 1549)"
13.8454,102.8297,60,1546,11447,713.6000280269052,5.2,1,Cambodia,"(11447, 1546)"
13.8284,105.4169,74,1544,11735,917.0523431080693,24.024000000000004,1,Cambodia,"(11735, 1544)"
13.8031,105.7635,67,1541,11774,949.6320340005383,13.585,1,Cambodia,"(11774, 1541)"
13.4256,105.0532,83,1498,11694,915.8526082290754,32.076,1,Cambodia,"(11694, 1498)"
13.8019,105.3242,59,1541,11725,911.159700601382,19.14,1,Cambodia,"(11725, 1541)"
13.7887,103.3888,79,1540,11509,756.9867898451068,15.8,1,Cambodia,"(11509, 1540)"
13.7963,105.4882,77,1541,11743,925.1767398719014,23.881,1,Cambodia,"(11743, 1541)"
13.7155,105.4807,35,1531,11742,930.658369112963,14.443,1,Cambodia,"(11742, 1531)"
13.5831,102.7334,43,1516,11436,731.4984620626349,4.4,1,Cambodia,"(11436, 1516)"
13.5332,106.2206,20,1511,11824,1007.6016077795829,29.568,1,Cambodia,"(11824, 1511)"
13.5313,105.1572,68,1511,11706,916.0813282673106,11.616,1,Cambodia,"(11706, 1511)"
13.5278,105.0538,73,1510,11695,908.5290309065527,12.276000000000002,1,Cambodia,"(11695, 1510)"
13.4469,105.2995,77,1501,11722,934.7004867870777,26.026000000000003,1,Cambodia,"(11722, 1501)"
13.4328,107.0322,74,1499,11915,1088.4576243474066,101.712,1,Cambodia,"(11915, 1499)"
13.7164,105.4748,52,1532,11741,929.2518496080597,15.587000000000002,1,Cambodia,"(11741, 1532)"
10.6732,103.6863,83,1187,11542,1066.971883415866,29.40300000000001,1,Cambodia,"(11542, 1187)"
10.7028,103.71799999999999,20,1190,11546,1066.3292174558474,4.235,1,Cambodia,"(11546, 1190)"
13.7629,102.8619,67,1537,11451,723.2039822899208,23.22,1,Cambodia,"(11451, 1537)"
13.7817,103.3911,73,1539,11509,757.7492989109261,44.512,1,Cambodia,"(11509, 1539)"
13.7646,102.8756,95,1537,11452,723.8017684421612,161.45999999999995,1,Cambodia,"(11452, 1537)"
13.5277,102.7472,44,1510,11438,737.5703356290843,16.74,1,Cambodia,"(11438, 1510)"
11.4734,103.6778,49,1277,11541,988.9812940597006,25.536,1,Cambodia,"(11541, 1277)"
13.3214,102.1833,71,1487,11375,723.6269757271353,23.166,1,Thailand,"(11375, 1487)"
