x,y
11218926.400324948,2116517.977267514
11218531.746010602,2129076.0811733766
11217349.340587843,2141584.623980375
11215383.850470686,2153994.240184659
11212643.032550674,2166255.954700485
11209137.703583978,2178321.3761425037
11204881.697502598,2190142.8878044495
11199891.810818153,2201673.8355805287
11194187.73633372,2212868.712087857
11187791.985425351,2223683.3362633134
11180729.799199937,2234075.0277260086
11173029.048880106,2244002.775217252
11164720.12580923,2253427.398453252
11155835.821510686,2262311.702751796
11146411.198274687,2270620.6258226717
11136483.450783443,2278321.3761425037
11126091.759320747,2285383.562367917
11115277.135145292,2291779.3132762867
11104082.258637963,2297483.387760718
11092551.310861884,2302473.2744451645
11080729.799199937,2306729.280526545
11068664.37775792,2310234.6094932402
11056402.663242092,2312975.4274132517
11043993.047037808,2314940.9175304095
11031484.50423081,2316123.3229531683
11018926.400324948,2316517.977267514
11006368.296419086,2316123.3229531683
10993859.753612088,2314940.9175304095
10981450.137407804,2312975.4274132517
10969188.422891976,2310234.6094932402
10957123.00144996,2306729.280526545
10945301.489788013,2302473.2744451645
10933770.542011933,2297483.387760718
10922575.665504605,2291779.3132762867
10911761.04132915,2285383.562367917
10901369.349866454,2278321.3761425037
10891441.60237521,2270620.6258226717
10882016.97913921,2262311.702751796
10873132.674840666,2253427.3984532515
10864823.75176979,2244002.775217252
10857123.00144996,2234075.0277260086
10850060.815224545,2223683.3362633134
10843665.064316176,2212868.712087857
10837960.989831744,2201673.8355805287
10832971.103147298,2190142.8878044495
10828715.097065918,2178321.376142503
10825209.768099222,2166255.954700485
10822468.95017921,2153994.2401846587
10820503.460062053,2141584.623980375
10819321.054639295,2129076.0811733766
10818926.400324948,2116517.977267514
10819321.054639295,2103959.8733616513
10820503.460062053,2091451.3305546532
10822468.95017921,2079041.714350369
10825209.768099222,2066779.999834543
10828715.097065918,2054714.5783925245
10832971.103147298,2042893.0667305784
10837960.989831744,2031362.1189544995
10843665.064316176,2020167.242447171
10850060.815224545,2009352.6182717145
10857123.00144996,1998960.9268090194
10864823.75176979,1989033.1793177759
10873132.674840666,1979608.5560817763
10882016.97913921,1970724.2517832317
10891441.60237521,1962415.328712356
10901369.349866454,1954714.5783925245
10911761.04132915,1947652.392167111
10922575.665504605,1941256.6412587413
10933770.542011933,1935552.56677431
10945301.489788013,1930562.6800898637
10957123.00144996,1926306.6740084833
10969188.422891978,1922801.3450417877
10981450.137407804,1920060.5271217762
10993859.753612088,1918095.0370046184
11006368.296419086,1916912.6315818597
11018926.400324948,1916517.977267514
11031484.50423081,1916912.6315818597
11043993.047037808,1918095.0370046184
11056402.663242092,1920060.5271217762
11068664.37775792,1922801.3450417877
11080729.799199937,1926306.6740084833
11092551.310861884,1930562.6800898637
11104082.258637963,1935552.56677431
11115277.135145292,1941256.6412587413
11126091.759320747,1947652.392167111
11136483.450783443,1954714.5783925245
11146411.198274687,1962415.3287123563
11155835.821510686,1970724.2517832317
11164720.12580923,1979608.5560817763
11173029.048880106,1989033.179317776
11180729.799199937,1998960.9268090194
11187791.985425351,2009352.6182717148
11194187.73633372,2020167.242447171
11199891.810818153,2031362.1189544995
11204881.697502598,2042893.0667305784
11209137.703583978,2054714.5783925247
11212643.032550674,2066779.999834543
11215383.850470686,2079041.714350369
11217349.340587843,2091451.3305546532
11218531.746010602,2103959.8733616513
11218926.400324948,2116517.977267514
