winter_day,100,90,75,50,25,10
0,16.6249716081192,16.57864339728441,16.522490326804377,16.40011438199316,16.223614019018807,16.083815978178805
1,16.870810919927614,16.820844670273964,16.747478891683425,16.611768908617243,16.47141896599132,16.349537452500627
2,17.01898458058702,16.984166588627957,16.91112519976124,16.785498875609807,16.642618131164138,16.61702364472589
3,17.098447750796712,17.070321814212193,16.977596742986,16.863298362832165,16.740548443917806,16.72723780969034
4,16.94894606927091,16.921999199956804,16.841103756937198,16.72728084306222,16.632303188526222,16.597522361919562
5,16.755922284408655,16.704547664782694,16.601901765069712,16.49182571165143,16.350105650813234,16.322598530921987
6,16.51181117882235,16.45165626779021,16.36049960700082,16.239650650622846,16.075880123971114,16.02981184284961
7,16.4879758537239,16.45390065279173,16.372041341343678,16.26500612379573,16.098120674513066,16.03203215256295
8,16.69085420621929,16.65955470722076,16.602029691155703,16.52136328787472,16.39328745915135,16.33084072020036
9,16.962444423093913,16.917719325433353,16.87010436524004,16.849639896107078,16.73530016613009,16.69395244449707
10,16.99167891621364,16.96067530431957,16.93118578086708,16.88496842097484,16.811773498722083,16.792726846033634
11,16.858521288241963,16.829918756355138,16.80497297066669,16.750907805831847,16.693610911014634,16.692543114818744
12,16.76622956127869,16.71929503510074,16.6857005676139,16.62687615350699,16.52161148679863,16.52624268358902
13,16.475364182892328,16.455305512055126,16.425218797824435,16.359074007715215,16.215406904323665,16.194731333846864
14,16.29381925623583,16.277450247088844,16.253426305889743,16.16562860851489,16.011467138217984,15.982357176952876
15,16.505154897594426,16.493956486497435,16.47417665944963,16.378499202121507,16.21649043948107,16.210745596824115
16,16.769299990558537,16.742792998405466,16.726784324005095,16.626125103968782,16.485077548973443,16.493865283057595
17,16.832147329365966,16.803827923215195,16.78236047265527,16.70559912112845,16.613845184409115,16.62799178316176
18,16.639532313277744,16.636019007600815,16.613235811841527,16.53553715601882,16.470471214233715,16.50431188041318
19,16.45516213708561,16.449125778302932,16.416158562833044,16.330908336682672,16.240787279515708,16.277513676675543
20,16.171712579580323,16.157221541796577,16.132382260950347,16.04660037215188,15.932193821875545,15.95259587891478
21,16.192497505160986,16.162562753368256,16.121153178853724,16.02077635125444,15.880868995816536,15.875351643467704
22,16.65406639305627,16.636320691964478,16.601178799808295,16.50438681854495,16.376717194819733,16.387427989695148
23,17.081186170745926,17.046280128777774,17.02014825005318,16.95339278861945,16.86156772855642,16.871314197959183
24,17.06129916595416,17.041130478569116,17.01983786310029,16.957461648327772,16.907873447724736,16.94464859418946
25,17.003942098991715,16.98054078996716,16.9578449396173,16.902632914259307,16.90354974896996,16.950305009354906
26,16.76759521510449,16.739886749037904,16.705924851411734,16.646912463309246,16.641391995550332,16.69132886748218
27,16.560495077406483,16.53454161070078,16.493661961832,16.396205411672316,16.33894399336759,16.36592992404372
28,16.574477749970676,16.547816640220212,16.500419226903944,16.394451641686253,16.32863414434737,16.33696625305672
