fire_100_200,fire_100_200 & fire_200_400,fire_100_200 & fire_200_400 & fire_0_100,fire_100_200 & fire_200_400 & fire_0_100 & fire_400_700,fire_100_200 & fire_200_400 & fire_0_100 & fire_400_700 & fire_700_1000
85.87821755476074,85.87821755476074,85.87821755476074,85.87821755476074,85.87821755476074
85.35165301761667,84.86921999871186,83.62745717994814,83.81030664816124,83.34958789553352
84.4020973942656,83.21025650212789,80.04344550801028,80.4263690465709,79.2395764363525
82.05032783460072,79.20881783221334,71.97110469998556,72.47781271041625,70.08685268944907
76.64530886850517,70.36739122363659,62.42691995944044,62.57062134745103,58.00898548392778
70.71897852343031,63.033780198011314,55.99172076943495,53.89252073753486,47.71710936391558
