,test_r2_score,test_r2,test_mean_squared_error,test_mean_absolute_error,test_mean_absolute_percentage_error,test_median_absolute_error,test_r2_score_std,test_r2_std,test_mean_squared_error_std,test_mean_absolute_error_std,test_mean_absolute_percentage_error_std,test_median_absolute_error_std,province
0,0.31475,0.6383300000000001,30.614690000000003,4.35243,32.31626,3.58018,0.02036545277342654,0.011678855537537338,0.909868982570812,0.0846003815331558,0.9255464478410103,0.10797143449388204,Songkhla
