test_r2_score,test_r2,test_mean_squared_error,test_mean_absolute_error,test_mean_absolute_percentage_error,test_median_absolute_error,test_r2_score_std,test_r2_std,test_mean_squared_error_std,test_mean_absolute_error_std,test_mean_absolute_percentage_error_std,test_median_absolute_error_std,province,data_size
0.8889499999999998,0.95848,23.32915,3.64427,18.653889999999997,2.8670999999999998,0.0020775252371779047,0.0007435649863252786,0.46773268540909074,0.033290974752926715,0.11265776542747155,0.029297364310728564,Bangkok,60505
