index,importance
fire_0_100,0.20486091129313772
fire_100_200,0.20380548141935986
fire_800_1000,0.1145966425766143
fire_400_800,0.10861816844073281
fire_200_400,0.08608377159945986
Wind_Speed(kmph),0.0466539306109946
Temperature(C),0.03550192332484266
Humidity(%),0.02963665366538418
month_3,0.026096244909918156
wind_E,0.017353089067033707
day_of_week,0.012015036650166039
"time_of_day_[20, 22)",0.009606250556275247
wind_N,0.008321684183081162
month_4,0.008254754605886969
month_11,0.008234503106102192
"time_of_day_[18, 20)",0.008190910294793028
month_12,0.008093973728600611
is_rain,0.007728173091002109
wind_S,0.007411487021344613
month_5,0.00722830212500502
"time_of_day_[2, 4)",0.005480286831789793
month_7,0.0051517962523502155
"time_of_day_[10, 12)",0.0042949106668133735
"time_of_day_[6, 8)",0.003713773884619775
"time_of_day_[12, 14)",0.00338550595229561
"time_of_day_[16, 18)",0.003071110737484576
"time_of_day_[8, 10)",0.002867034206643894
"time_of_day_[0, 2)",0.00240212633918025
"time_of_day_[14, 16)",0.002271235674483146
"time_of_day_[22, 24)",0.0022423428011036513
month_10,0.0021833237698584873
month_6,0.0021267991104153786
is_holiday,0.001941877691318738
month_9,0.0005759838119082202
