winter_day,1,0.9,0.75,0.5,0.25,0.1,0.05,0.02,0.01,0.001,0.0001
0,16.75538063,16.66512741,16.61762855,16.5008023,16.36133609,16.41674966,16.63540242,16.89872154,17.03150365,17.12666613,17.14617986
1,16.92221576,16.83880866,16.80303504,16.73688219,16.53172793,16.60655761,16.7979595,16.97907766,17.06101131,17.19821714,17.21275977
2,17.02174335,16.99064536,16.9468113,16.87564025,16.72054532,16.8208752,16.89310277,17.08505403,17.10534486,17.2228553,17.23436599
3,16.92931991,16.85235184,16.75612173,16.64910838,16.50950713,16.69306961,16.7516529,17.02671117,17.01817276,17.04460932,17.06095193
4,16.89013185,16.84284185,16.81425853,16.70108617,16.48050002,16.6826903,16.72883122,16.90653131,16.98299932,16.96569697,16.97919973
5,16.81721507,16.77439034,16.73207193,16.63368391,16.4568705,16.66457983,16.70842581,16.88161503,16.86956844,16.88727701,16.89814488
6,16.9497543,16.89616805,16.82953628,16.76567709,16.5684544,16.76671254,16.87775773,17.04155814,16.94813792,16.97328593,16.98042257
7,16.98023906,16.93765004,16.89423618,16.77242912,16.63977316,16.83574055,16.84674888,17.05191212,17.00316129,17.0184515,17.02104782
8,16.98727697,16.92954443,16.88524164,16.73490321,16.70799048,16.88480768,16.87330091,17.00536197,16.96553758,16.97211374,16.97425439
9,16.83273759,16.77689582,16.71680917,16.6429992,16.57641898,16.87917219,16.81264959,16.89631641,16.82063719,16.80243616,16.80379644
10,16.98327659,16.95169005,16.89252814,16.84285905,16.76617709,17.0149756,16.94965205,16.99909436,16.94634631,16.92479343,16.92573806
11,16.99793469,16.98012063,16.93551641,16.88927777,16.8143225,16.98697333,16.89942496,16.95083994,16.90606599,16.89936821,16.90017886
12,17.00287198,16.98949442,16.9636046,16.88305051,16.8164799,16.99726294,16.96825909,16.9844148,16.93669903,16.9166921,16.91844006
13,17.0416324,17.01825698,16.98352583,16.88421754,16.79554585,17.00252799,16.92182068,17.01293178,16.89925679,16.8937254,16.89295221
14,16.93645926,16.91969891,16.88932483,16.82556561,16.70682075,16.82403826,16.73698344,16.78010126,16.65173908,16.69421639,16.69915756
15,16.87830555,16.85902655,16.8142998,16.76459042,16.68814294,16.76683856,16.68434854,16.73932355,16.57899277,16.64084097,16.64286243
16,16.79082824,16.79579735,16.78052595,16.74788141,16.74793185,16.74110806,16.58297303,16.56508257,16.44755235,16.51360561,16.52231481
17,16.73476687,16.71815417,16.68482958,16.61056903,16.68523843,16.76919435,16.61383287,16.65260124,16.53251276,16.61336143,16.62067599
