index,importance
fire_100_200,0.12980527522009272
fire_200_400,0.12207454008244271
wind_E,0.10198393824502112
fire_800_900,0.09794305063312088
fire_400_800,0.08548329498811005
wind_W,0.06763768012612012
fire_0_100,0.06757151228749458
Temperature(C),0.06091586049152842
Wind_Speed(kmph),0.03800274810603972
time_of_day,0.03125117101131758
month_1,0.029067461844627857
month_12,0.023993783557528042
day_of_week,0.0227067115389016
month_11,0.018359830485016753
is_holiday,0.013898036083433573
wind_N,0.011899576317596994
month_2,0.011723519960819597
wind_S,0.010400709850053728
month_3,0.007625694318336386
month_5,0.006895453019561614
is_weekend,0.00659056456286264
wind_CALM,0.006311043171354649
month_7,0.0058363349162742295
month_9,0.004489133581813414
month_10,0.004192798531245301
month_4,0.0037752845411157185
month_6,0.003658402218494552
is_rain,0.0032031884663599386
month_8,0.002703401843315624
