index,importance
fire_400_800,0.1471914959723541
fire_200_400,0.13221107485276096
fire_800_900,0.10557485662202064
Temperature(C),0.09210473249428658
fire_0_100,0.08751743268147205
Wind_Speed(kmph),0.07888475520082833
fire_100_200,0.06311072345048863
Humidity(%),0.040398347343953554
wind_CALM,0.02540547582547149
wind_S,0.024530896757500673
month_1,0.02252265714444569
day_of_week,0.01897870184556501
wind_W,0.017496700937278564
"time_of_day_[12, 14)",0.014305946159999538
wind_N,0.013206765242381268
is_weekend,0.012523128047727988
wind_E,0.011380091541887826
"time_of_day_[6, 8)",0.011033221493031731
"time_of_day_[8, 10)",0.00959020052039552
month_2,0.008765231125108325
"time_of_day_[10, 12)",0.008431845999764662
"time_of_day_[22, 24)",0.007520165691288224
"time_of_day_[18, 20)",0.007053680219185319
"time_of_day_[20, 22)",0.006108575913070335
"time_of_day_[2, 4)",0.0056340539606822915
"time_of_day_[4, 6)",0.005324862016629858
is_holiday,0.0052692469715084995
"time_of_day_[14, 16)",0.005125232391705302
"time_of_day_[16, 18)",0.0048898744687282765
month_3,0.004080411044068692
"time_of_day_[0, 2)",0.003556784876626
month_12,0.00027283118778425393
is_rain,0.0
