,test_r2_score,test_r2,test_mean_squared_error,test_mean_absolute_error,test_mean_absolute_percentage_error,test_median_absolute_error,test_r2_score_std,test_r2_std,test_mean_squared_error_std,test_mean_absolute_error_std,test_mean_absolute_percentage_error_std,test_median_absolute_error_std,province
0,0.38323,0.68895,27.555080000000004,4.17863,31.95878,3.4857500000000003,0.00534416608191691,0.0016728219670166104,0.23833886147434868,0.016291241682436446,0.1734973441999741,0.01975096340828855,Songkhla
