,test_r2_score,test_r2,test_mean_squared_error,test_mean_absolute_error,test_mean_absolute_percentage_error,test_median_absolute_error,test_r2_score_std,test_r2_std,test_mean_squared_error_std,test_mean_absolute_error_std,test_mean_absolute_percentage_error_std,test_median_absolute_error_std,province
0,0.79489,0.8949,10.90467,2.53775,32.074090000000005,2.00102,0.0013723054405715353,0.0017307673314329427,0.07287903295492068,0.012595523896298347,0.42114154508905893,0.015997694278308446,Sa Kaeo
