test_r2_score,test_r2,test_mean_squared_error,test_mean_absolute_error,test_mean_absolute_percentage_error,test_median_absolute_error,test_r2_score_std,test_r2_std,test_mean_squared_error_std,test_mean_absolute_error_std,test_mean_absolute_percentage_error_std,test_median_absolute_error_std,province,data_size
0.16727999999999996,0.9818100000000001,1567.0751200000002,33.35107,28.899910000000006,31.121699999999997,0.05777048073579139,0.001953600664300547,123.8924689603744,1.3451123679207364,0.6279371207905026,2.174272586917801,Mae Hong Son,1339
