,test_r2_score,test_r2,test_mean_squared_error,test_mean_absolute_error,test_mean_absolute_percentage_error,test_median_absolute_error,test_r2_score_std,test_r2_std,test_mean_squared_error_std,test_mean_absolute_error_std,test_mean_absolute_percentage_error_std,test_median_absolute_error_std,province
0,0.7692100000000001,0.9124500000000001,89.25426999999999,6.601909999999999,30.225240000000003,4.431,0.005186188924013036,0.0014191155304938698,2.0142037688211514,0.05311395401503354,0.27697478104212553,0.03991657967979401,Samut Sakhon
