,test_r2_score,test_r2,test_mean_squared_error,test_mean_absolute_error,test_mean_absolute_percentage_error,test_median_absolute_error,test_r2_score_std,test_r2_std,test_mean_squared_error_std,test_mean_absolute_error_std,test_mean_absolute_percentage_error_std,test_median_absolute_error_std,province
0,0.5107299999999999,0.9532499999999999,69.89386999999999,6.580959999999999,20.18062,5.42809,0.14109039694859146,0.0027737860207465315,20.154246063026026,1.1316991671327188,3.6050870110627473,1.141334290741421,Loei
