,test_r2_score,test_r2,test_mean_squared_error,test_mean_absolute_error,test_mean_absolute_percentage_error,test_median_absolute_error,test_r2_score_std,test_r2_std,test_mean_squared_error_std,test_mean_absolute_error_std,test_mean_absolute_percentage_error_std,test_median_absolute_error_std,province
0,-0.30678,0.6196,186.67321,9.50564,26.88926,6.859519999999999,0.41428775238688603,0.2104304741344381,59.18003191663835,1.9079400253793208,5.88878565980382,2.075814638909532,Loei
