index,importance
fire_200_400,0.2744111549194296
fire_100_200,0.23846958386146336
fire_400_800,0.17022716037950597
fire_800_850,0.11694550622207858
fire_0_100,0.06384938617752633
month_4,0.026495004211280454
Temperature(C),0.020378927302195343
Humidity(%),0.01784721965630213
day_of_week,0.013462127384698833
Wind_Speed(kmph),0.00972121063394532
month_2,0.00631712403715402
month_6,0.003960189169352053
month_7,0.0037473471577779225
month_8,0.0035956501653549196
is_weekend,0.003542693474093148
is_holiday,0.0030716856309988515
wind_W,0.002793877023165373
"time_of_day_[8, 10)",0.0026345655778035717
wind_E,0.002516820746771554
month_5,0.002367321687394918
"time_of_day_[18, 20)",0.0022754480031899216
month_12,0.002011601701344807
month_11,0.0015882043537736761
month_10,0.001452241556133632
"time_of_day_[20, 22)",0.001344040507827146
wind_CALM,0.0012139444329401592
"time_of_day_[6, 8)",0.0008226776098488103
"time_of_day_[14, 16)",0.0007364102276294451
"time_of_day_[10, 12)",0.000569952151453786
"time_of_day_[16, 18)",0.0005222883972241285
"time_of_day_[12, 14)",0.0004042807884711767
"time_of_day_[4, 6)",0.00029339153479794816
is_rain,0.00017810930228489056
"time_of_day_[2, 4)",0.00012198556090852002
"time_of_day_[22, 24)",0.00011086845387969295
