index,importance
fire_800_1000,0.1593495041479405
is_rain,0.11350696102783953
Humidity(%),0.11141906533414798
wind_S,0.07832714415156483
Temperature(C),0.05594294584181432
wind_N,0.05333050794883077
fire_400_800,0.04736117798763545
fire_200_400,0.04713039983280362
fire_100_200,0.046364993219829634
month_1,0.041495935764731415
wind_E,0.03791128685341478
Wind_Speed(kmph),0.034163581684177574
wind_W,0.031298643787586955
fire_0_100,0.024197886481377905
month_2,0.014459122518112046
month_12,0.013897487253866267
is_weekend,0.009013138534651808
month_9,0.007843812830476169
month_3,0.007073145865259693
"time_of_day_[10, 12)",0.006924760754295535
month_10,0.006221808072456677
"time_of_day_[16, 18)",0.006098017552785334
"time_of_day_[8, 10)",0.005627167071118889
"time_of_day_[12, 14)",0.00423051952907646
"time_of_day_[14, 16)",0.003977213969664715
"time_of_day_[4, 6)",0.00396948673810654
"time_of_day_[18, 20)",0.00396477141611432
"time_of_day_[2, 4)",0.0035275162315958814
"time_of_day_[0, 2)",0.0032813763625055745
"time_of_day_[6, 8)",0.003188509440668764
"time_of_day_[20, 22)",0.002921817107507798
"time_of_day_[22, 24)",0.0028864253295402586
is_holiday,0.0024947465685821344
month_4,0.0019706172525432316
month_5,0.0019705749467247152
month_6,0.001778253338191763
month_7,0.0004985029852847044
month_8,0.0003811742671754976
