,fire 0-100km,fire 0-200km,fire 0-400km,fire 0-600km,fire 0-800km,fire 0-1000km
100,36.32983292790912,36.32983292790912,36.32983292790912,36.32983292790912,36.32983292790912,36.32983292790912
0,31.225377942882577,34.094935919977004,31.744677787199638,29.080085578931662,29.671194946680107,29.671194946680107
