index,importance
wind_S,0.18000927583185894
wind_N,0.15357571480475563
time_of_day,0.1338114380931567
Wind_Speed(kmph),0.11415291011919769
fire_100_200,0.08657603552733756
wind_E,0.05803460094127447
fire_200_400,0.05530035226755625
traffic_index,0.0526204543177647
wind_W,0.043643608536354406
fire_400_600,0.02792466296968922
fire_800_1000,0.02533244531045798
fire_600_800,0.02406518744910325
fire_0_100,0.013994625403898151
day_of_week,0.011965302578257443
wind_CALM,0.008938209759151005
is_weekend,0.004010498345874621
is_rain,0.0034680370697716557
is_holiday,0.002576640674540313
