index,importance
fire_200_400,0.19718210219555138
fire_400_650,0.1571624941240858
fire_100_200,0.14648765217797283
fire_0_100,0.07672036785344273
Humidity(%),0.06061092934768653
Temperature(C),0.05361046871833433
wind_S,0.04118265340714975
Wind_Speed(kmph),0.035933966646569296
wind_W,0.03381857039711929
wind_N,0.03142176309813245
is_rain,0.015978425156663912
wind_CALM,0.01596149276939705
day_of_week,0.015338699804707265
month_12,0.012849413563159474
month_5,0.011438494800374921
month_3,0.011201819768018933
"time_of_day_[10, 12)",0.006693564014194797
"time_of_day_[18, 20)",0.006167217795707657
"time_of_day_[16, 18)",0.005920556346065109
month_6,0.005902152868585544
is_holiday,0.005567895258546346
month_9,0.005497482005350717
month_4,0.005422547308625862
month_11,0.005416687388019941
"time_of_day_[8, 10)",0.00533364352455024
month_10,0.004934905498023635
"time_of_day_[12, 14)",0.004175378562857392
"time_of_day_[14, 16)",0.003758867824713131
"time_of_day_[20, 22)",0.003353071465708501
"time_of_day_[6, 8)",0.003292249291379084
"time_of_day_[22, 24)",0.0026769493891643245
"time_of_day_[0, 2)",0.0025441110063738593
month_7,0.0022427694084252705
"time_of_day_[4, 6)",0.00210074473075118
"time_of_day_[2, 4)",0.0020998924845916037
