index,importance
fire_800_1000,0.18327534348111088
fire_400_800,0.16334303281842855
fire_200_400,0.11835532885620603
fire_100_200,0.11727760533172035
month_9,0.09471873998834024
fire_0_100,0.09234716265399194
"time_of_day_[20, 22)",0.039566728597344336
day_of_week,0.028907455214706487
month_10,0.026371194388037106
Temperature(C),0.014785760927710572
"time_of_day_[22, 24)",0.014703215926793495
month_11,0.01327306949505839
wind_N,0.012995888104428152
Wind_Speed(kmph),0.01084820748110299
month_2,0.009226094126303491
"time_of_day_[18, 20)",0.009076185586146984
month_6,0.008933385158468917
month_12,0.0077658689935697954
month_5,0.007495907824773246
"time_of_day_[10, 12)",0.006491315911383031
"time_of_day_[8, 10)",0.0040395660473460555
is_holiday,0.0033459664985527673
month_4,0.003329278407965393
"time_of_day_[0, 2)",0.002232802260449192
month_1,0.0021807381713996395
"time_of_day_[16, 18)",0.001589537660651642
"time_of_day_[14, 16)",0.0014623479794140756
"time_of_day_[4, 6)",0.0007524709233633583
"time_of_day_[2, 4)",0.0006373333552434336
"time_of_day_[6, 8)",0.0005362993107908188
wind_S,0.0001361685191987988
wind_E,0.0
is_rain,0.0
Humidity(%),0.0
