index,importance
fire_200_400,0.24190377334964128
fire_100_200,0.11713317675662974
wind_S,0.10214916046087504
is_rain,0.073926503458871
wind_N,0.07204633670385067
fire_400_750,0.06611482055017578
Wind_Speed(kmph),0.055113427736985354
Humidity(%),0.054185725170311665
Temperature(C),0.029134077392230964
wind_E,0.025035237684334043
fire_0_100,0.02497854249102543
month_11,0.020109788562411197
wind_CALM,0.015154506925961727
wind_W,0.014632031620794171
"time_of_day_[20, 22)",0.012546379188582441
day_of_week,0.011440278237297177
"time_of_day_[10, 12)",0.006329182749689559
"time_of_day_[18, 20)",0.006181790910662597
"time_of_day_[22, 24)",0.005852363545890653
is_weekend,0.004918975544603747
"time_of_day_[14, 16)",0.004889303831404941
is_holiday,0.004153738380966754
month_4,0.0038995047481075514
"time_of_day_[8, 10)",0.0036559090996119425
month_12,0.0036392079456518517
month_1,0.0033812606006074757
"time_of_day_[6, 8)",0.002674457164051382
month_5,0.0023520919597117846
month_10,0.002204605992147819
"time_of_day_[16, 18)",0.002164322909327188
"time_of_day_[2, 4)",0.0018003881857649306
month_2,0.0017763978586572576
month_3,0.0012383659175450492
"time_of_day_[0, 2)",0.0012193290997518727
month_7,0.0010792216316258933
month_9,0.00041022334706788185
month_8,0.0003688465921044501
month_6,0.000206745695069699
